session,treat,exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,int_1,int_2,int_3,int_4,ben_1,ben_2,ben_3,ben_4,meas_rep,tsm_1,tsm_2,tsm_3,tsm_4,age,semester,sex,tch_1,tch_2,tch_3,tch_4,tch_5
4nVwBQC0q6prDsahx5prQQvYdDsyx6LC9uVtFFIXnopN6yKmBtgu6e7vAgG-ZNPY,CB,6,5,6,6,5,7,5,6,4,7,5,4,6,6,1,3,1,4,2,21,5,2,2,4,4,3,4
4nVwBQC0q6prDsahx5prQQvYdDsyx6LC9uVtFFIXnopN6yKmBtgu6e7vAgG-ZNPY,CC,5,3,5,2,2,2,6,6,6,6,6,5,6,6,2,3,4,2,3,21,5,2,1,1,1,2,1
C51VVDdogHMq8zatMCirauxkat667jo-Zcc5-Q_OY4Kl-QSrSpDr2rd0gEXn0GMa,CB,6,5,6,6,5,6,4,5,6,6,6,5,6,5,1,1,1,1,1,27,12,1,4,4,4,4,4
C51VVDdogHMq8zatMCirauxkat667jo-Zcc5-Q_OY4Kl-QSrSpDr2rd0gEXn0GMa,CC,4,4,5,3,4,4,4,4,4,4,3,4,4,4,2,2,2,2,2,27,12,1,2,1,1,1,1
1uVy3ClukbpWjZlErdadWM4RnjCaSdxCD-bjz15lEEpOuhzsDlBQIaquCREqOYYb,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,24,9,2,2,2,3,3,2
1uVy3ClukbpWjZlErdadWM4RnjCaSdxCD-bjz15lEEpOuhzsDlBQIaquCREqOYYb,CC,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,1,3,24,9,2,-999,-999,-999,-999,-999
kwwCLXlIe_oHFpgIrSYtaTUCuynpbQk1PDs24NQeZ9WPeB7ZGbVhj3NOQv_D5JH3,CB,3,3,2,2,1,3,5,3,4,4,5,4,3,4,1,2,2,1,3,30,10,1,1,4,4,1,4
kwwCLXlIe_oHFpgIrSYtaTUCuynpbQk1PDs24NQeZ9WPeB7ZGbVhj3NOQv_D5JH3,CC,6,6,5,5,5,5,6,4,6,6,4,6,5,4,2,1,1,1,1,30,10,1,1,1,1,1,2
Lw_PH7G-3y9J0o-ELM8oAhty5-5yKnkBFzq6GOV9hyaKQPqfhxHHA8KgXzU0poNv,CB,5,5,5,6,5,5,6,6,5,6,6,6,6,6,1,1,1,1,1,23,2,2,4,4,4,4,4
Lw_PH7G-3y9J0o-ELM8oAhty5-5yKnkBFzq6GOV9hyaKQPqfhxHHA8KgXzU0poNv,GB,4,3,4,6,3,4,5,5,5,6,6,6,4,6,2,1,3,1,3,23,2,2,1,1,1,1,1
xnwJj9kYP8ONIRnFba9zLzvB8BTEYis0j6iwdVmWWlpxAAUHR-uZnZzmzX4DkgdA,CB,4,4,4,4,4,4,4,4,4,5,5,4,4,4,1,3,2,3,2,NA,NA,NA,3,3,3,3,2
xnwJj9kYP8ONIRnFba9zLzvB8BTEYis0j6iwdVmWWlpxAAUHR-uZnZzmzX4DkgdA,GB,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,NA,NA,NA,3,3,3,3,3
xzoJcEYz6CUpkYOp48XsUZZj8OsWz3R_zWLLyuwqszYW3Cdxgs0cEB06NxYWUCun,CB,6,4,5,6,4,6,7,7,3,4,7,4,6,3,1,2,3,2,3,22,3,1,4,-999,4,4,-999
xzoJcEYz6CUpkYOp48XsUZZj8OsWz3R_zWLLyuwqszYW3Cdxgs0cEB06NxYWUCun,GB,7,7,7,6,6,6,3,2,4,4,4,4,4,3,2,1,3,2,2,22,3,1,1,1,1,1,1
8SbUQACWfairkGjxZBE2AzNM0MaJLS2-mHc6u18MANbgt16EWZV08ZiQUinBv6e2,CB,5,7,6,5,4,6,5,6,6,7,5,4,6,6,1,2,2,1,4,21,3,1,3,2,3,3,2
8SbUQACWfairkGjxZBE2AzNM0MaJLS2-mHc6u18MANbgt16EWZV08ZiQUinBv6e2,GB,6,5,6,7,6,6,4,5,6,5,3,4,6,4,2,2,3,2,3,21,3,1,4,3,3,3,2
BZFs-ZrePbgWfoPjzsPQnoHxQVhs7voBd7w8F37hcJ9VZQTS_t9MCrHWh91_NeAr,CB,6,5,4,2,4,4,7,7,4,5,4,4,2,2,1,1,3,2,4,19,3,2,1,1,1,4,1
BZFs-ZrePbgWfoPjzsPQnoHxQVhs7voBd7w8F37hcJ9VZQTS_t9MCrHWh91_NeAr,GB,6,6,6,6,6,6,6,7,4,4,6,6,5,3,2,2,4,3,4,19,3,2,2,1,1,1,1
rNwgEPRch39deVqiWRIxbvMm69jOEd3-gZx1p4SlfvPY6tC1t-vropr_-fcp6kbc,CB,2,4,2,2,2,3,4,4,4,4,4,4,3,3,1,2,1,4,3,22,7,2,4,4,4,4,4
rNwgEPRch39deVqiWRIxbvMm69jOEd3-gZx1p4SlfvPY6tC1t-vropr_-fcp6kbc,GB,1,3,2,2,3,2,4,3,4,4,4,4,3,4,2,3,1,2,4,22,7,2,1,1,1,1,1
-Yba0GAb1Fa5649LmUeL0EisfrxznPFpt9GWERQQplrFayOtsu7Am4zA3uB-d-a5,CB,5,5,4,6,5,5,4,4,4,6,3,4,4,5,1,3,3,2,2,23,9,2,2,3,4,-999,3
-Yba0GAb1Fa5649LmUeL0EisfrxznPFpt9GWERQQplrFayOtsu7Am4zA3uB-d-a5,GB,5,5,4,3,5,5,4,5,5,4,4,5,5,3,2,2,2,1,3,23,9,2,2,3,1,4,2
utXh2wYWdB6fxdW-xvZJa7djxhubtQXh-y4v4TDSOQ6ZYtopSlHYX_23y2hKYdOb,CB,6,6,4,6,4,6,7,7,6,6,7,5,5,4,1,2,2,3,3,NA,NA,NA,1,-999,-999,-999,-999
JBvxQZsAUNqKVP6lCgxb8fGvEJp8lDR_vii0q8r4m9Rq7FOXDI5eAhq4JLQcV6kt,CB,7,7,7,7,7,7,6,7,7,6,7,6,7,7,1,1,1,2,1,21,3,2,4,1,4,3,3
JBvxQZsAUNqKVP6lCgxb8fGvEJp8lDR_vii0q8r4m9Rq7FOXDI5eAhq4JLQcV6kt,GB,1,2,2,2,2,5,4,3,5,5,4,4,4,5,2,3,3,4,4,21,3,2,1,1,1,1,1
7Xd1ipJB77DwfvMs9cRO21b6mOM-vlN1A4Bg6qbWPCfE-knJ3sS2Em1XhdY16Ws7,CB,5,6,5,6,4,5,6,7,5,6,6,5,5,6,1,2,2,2,3,19,3,1,2,3,3,2,-999
7Xd1ipJB77DwfvMs9cRO21b6mOM-vlN1A4Bg6qbWPCfE-knJ3sS2Em1XhdY16Ws7,GB,7,6,6,7,6,6,6,6,6,7,6,6,5,6,2,2,3,2,2,19,3,1,1,1,1,1,1
lL6CQtExmSBRZSH7UmFSIb00tFxwwyhzqEPfnLOD55kjqSp2NFTt1GvItnchmiL8,CB,5,5,4,5,5,5,5,5,5,4,5,5,5,5,1,3,2,2,4,24,2,2,2,4,4,2,4
lL6CQtExmSBRZSH7UmFSIb00tFxwwyhzqEPfnLOD55kjqSp2NFTt1GvItnchmiL8,GB,3,3,3,4,3,4,4,5,4,3,4,4,4,4,2,3,4,3,1,24,2,2,1,1,1,1,1
RgvF4W_6G_honJwy042BLapA3z5zQY1CPkCxrWcoeiIcsi3KK7duuSiGq6J0dKOH,CB,6,6,6,6,6,6,5,5,5,5,5,5,6,5,1,3,1,1,4,19,3,2,3,-999,-999,3,-999
RgvF4W_6G_honJwy042BLapA3z5zQY1CPkCxrWcoeiIcsi3KK7duuSiGq6J0dKOH,GB,6,6,6,6,6,6,6,6,6,6,6,5,5,6,2,3,2,1,2,19,3,2,2,-999,-999,-999,-999
PY1ntX-GkHgewgBTOSjYpUZoShdxE-X1bCDz7fmQ4wWILPw0KtxTV7hpC2OXa7Rm,CB,5,6,6,5,4,5,6,6,5,4,5,4,5,5,1,1,1,2,2,29,3,2,4,4,4,4,4
PY1ntX-GkHgewgBTOSjYpUZoShdxE-X1bCDz7fmQ4wWILPw0KtxTV7hpC2OXa7Rm,GB,5,5,3,3,3,3,2,2,4,3,3,3,2,3,2,3,3,3,3,29,3,2,1,1,1,1,1
MRRvTk4hT_5CYHK1svO-6remrbccXb6Mg561cb6Pjj8S1ceCLNoP_0j4t5ChU2Dm,CB,6,6,6,6,7,6,7,7,7,6,7,7,7,5,1,1,2,1,2,22,5,1,4,4,4,4,4
MRRvTk4hT_5CYHK1svO-6remrbccXb6Mg561cb6Pjj8S1ceCLNoP_0j4t5ChU2Dm,GB,2,3,3,3,2,3,3,4,4,4,4,3,5,5,2,4,2,4,3,22,5,1,1,1,1,1,1
XNqNgi9agF3iz319XzbfSRNyk6wfhrWKsdCMvhTQfVpNu94ejbdx6jNkNNww4gkj,CB,3,6,6,6,3,7,7,7,3,7,7,3,6,3,1,3,3,1,1,24,10,1,1,2,1,2,4
XNqNgi9agF3iz319XzbfSRNyk6wfhrWKsdCMvhTQfVpNu94ejbdx6jNkNNww4gkj,GB,5,5,7,5,7,6,6,6,6,6,5,3,6,4,2,3,4,3,3,24,10,1,4,2,2,4,4
67xp-Eb9LZc0gGw1JPNsErTNP-bmoYRwVlW27pQrnXEQl-n5leG57of8mEcOG-G6,CB,6,6,6,5,6,6,5,5,6,6,6,5,6,4,1,3,1,2,2,18,1,2,-999,-999,3,4,3
67xp-Eb9LZc0gGw1JPNsErTNP-bmoYRwVlW27pQrnXEQl-n5leG57of8mEcOG-G6,GB,6,6,6,5,5,5,6,6,5,6,6,6,5,6,2,2,1,2,1,18,1,2,-999,1,1,2,1
4e9Ax5QHPx1DToDhXnEhMm_XFXsIEwXtQAiB4dbIQEoksq43uslHD4CKedJREtau,CB,6,6,6,6,6,6,6,6,6,4,6,6,6,4,1,1,1,4,1,28,7,2,4,-999,-999,4,-999
4e9Ax5QHPx1DToDhXnEhMm_XFXsIEwXtQAiB4dbIQEoksq43uslHD4CKedJREtau,GB,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,4,1,4,1,28,7,2,4,-999,-999,4,-999
Lrdw3-FmqhYUbNnWer6vR2G7XITAWDaLo9C3f2X4_EBZe-ZRetuoOdv6qQ707ASv,CB,6,5,6,5,6,6,6,6,5,5,5,4,4,6,1,2,2,1,3,23,9,2,4,4,4,4,4
Lrdw3-FmqhYUbNnWer6vR2G7XITAWDaLo9C3f2X4_EBZe-ZRetuoOdv6qQ707ASv,GB,4,6,5,6,6,5,4,4,5,5,6,7,5,6,2,1,3,2,4,23,9,2,1,1,1,1,1
SIRW1PeA7cAIrMPmJvwNRDBmoENbGt4aSUEuau-TNOQON9lDSmoePKhGcoZSzLK9,CB,3,3,4,4,4,4,5,4,5,3,4,4,5,5,1,1,1,1,3,22,9,2,4,1,1,1,2
SIRW1PeA7cAIrMPmJvwNRDBmoENbGt4aSUEuau-TNOQON9lDSmoePKhGcoZSzLK9,GB,6,7,5,6,5,6,4,4,4,6,4,4,6,4,2,1,4,1,3,22,9,2,3,1,1,3,1
fCBz8uAAzx0n_8QawtXgZ1CcZPQ-IdGIdsbI60BiBRkN2UzmJfkjRrm8B8As2dCZ,CB,5,6,6,5,3,5,6,6,6,5,6,7,7,6,1,1,2,2,2,31,7,2,3,-999,-999,4,-999
fCBz8uAAzx0n_8QawtXgZ1CcZPQ-IdGIdsbI60BiBRkN2UzmJfkjRrm8B8As2dCZ,GB,2,4,4,2,2,3,5,6,4,3,6,7,6,6,2,3,3,4,4,31,7,2,2,-999,-999,1,-999
eZgm5E7tvHbKUubxXzlTNR9qk03a2iCDnNB_7VxOLgg84jHJddueUT23PSQiKGq-,CB,2,4,2,3,1,2,4,5,5,7,2,7,1,5,1,2,1,4,3,20,3,2,-999,-999,-999,-999,-999
eZgm5E7tvHbKUubxXzlTNR9qk03a2iCDnNB_7VxOLgg84jHJddueUT23PSQiKGq-,GB,3,2,5,1,1,6,6,3,1,2,6,5,1,1,2,4,1,2,3,20,3,2,-999,-999,-999,-999,-999
bitn014Yt81cU7bZcqq5G-XKyRIeeKqCfBi7_MaHVHPuxwE_tOU86Fre2mUX3C4U,CB,6,6,6,6,6,6,6,5,6,6,6,5,6,6,1,2,1,2,3,27,11,2,4,4,4,4,4
bitn014Yt81cU7bZcqq5G-XKyRIeeKqCfBi7_MaHVHPuxwE_tOU86Fre2mUX3C4U,GB,6,6,5,6,5,6,6,6,6,6,6,6,6,6,2,2,3,2,2,27,11,2,1,1,1,1,1
-gtkEQPoWLe-3TSS-bVPhw7Ycd4EOnkCUrLlS9KQlj2cZ5Rv7YYz_dHHnZub4svD,CB,6,6,5,5,5,5,5,6,6,6,4,4,6,5,1,1,1,1,1,21,5,2,4,4,1,4,-999
-gtkEQPoWLe-3TSS-bVPhw7Ycd4EOnkCUrLlS9KQlj2cZ5Rv7YYz_dHHnZub4svD,GB,4,5,4,4,4,4,5,5,5,5,4,4,5,6,2,4,4,4,4,21,5,2,1,1,1,1,1
smypXNNmaYC3ZnX3VMm8_YHRVgb-pQBw2o72576GAjAnqjC9iP9unnCovk0vMV0l,CB,3,3,2,4,2,2,3,4,3,3,5,5,4,3,1,3,4,2,4,21,7,2,4,4,4,4,4
smypXNNmaYC3ZnX3VMm8_YHRVgb-pQBw2o72576GAjAnqjC9iP9unnCovk0vMV0l,GB,4,3,2,3,3,2,1,2,4,2,4,4,1,4,2,3,4,4,4,21,7,2,1,1,1,1,1
s-QIY5iFEHU2p8Xh4_BesTQLtgSXtk-JTiH1O3lcWdvxcHzp401KoDfIPyOVJNmq,CB,6,7,6,6,6,6,6,4,6,6,6,7,6,4,1,1,2,1,4,23,8,2,4,4,4,4,4
s-QIY5iFEHU2p8Xh4_BesTQLtgSXtk-JTiH1O3lcWdvxcHzp401KoDfIPyOVJNmq,GB,3,4,3,2,2,2,6,6,4,5,6,6,6,6,2,3,4,4,4,23,8,2,1,1,1,1,1
0q6M0tRW_G6BRCNvMO_DnsVLpidOsA5tMW-YKuGmTXC_sbLhOrUbQE561fx9CIFN,CB,7,7,7,7,7,7,7,7,4,7,4,4,7,4,1,1,1,2,3,20,3,1,4,4,4,3,4
0q6M0tRW_G6BRCNvMO_DnsVLpidOsA5tMW-YKuGmTXC_sbLhOrUbQE561fx9CIFN,GB,7,7,7,7,7,7,7,7,7,7,4,4,7,4,2,1,1,1,1,20,3,1,1,1,1,1,1
fYPOy0ZJD9Fv9jxVQYadmCIuvpqvgEiKLUk5K8bSTgIApR0B9sNbax8euzPbcdrm,CB,5,5,6,4,3,6,7,7,6,6,4,4,5,5,1,2,4,2,4,21,4,2,4,4,4,4,4
fYPOy0ZJD9Fv9jxVQYadmCIuvpqvgEiKLUk5K8bSTgIApR0B9sNbax8euzPbcdrm,GB,5,2,3,5,3,5,3,3,4,4,4,4,4,4,2,4,4,4,4,21,4,2,2,1,1,1,1
QNnkrDLiQtzLGTL__xpNlcvmIjICijDE7jxZ73qnjYI0WVbJJFvWfijV98x-Jf8b,CB,5,5,5,6,6,5,5,6,4,4,4,4,4,5,1,2,1,2,3,20,3,2,3,4,4,3,4
QNnkrDLiQtzLGTL__xpNlcvmIjICijDE7jxZ73qnjYI0WVbJJFvWfijV98x-Jf8b,GB,4,6,6,4,6,5,5,5,3,5,5,4,5,4,2,2,1,3,1,20,3,2,1,1,1,1,1
1gzJE39jHFafIi6OBrM4V6IHtvk7giRt9DuvQf02KfjRMtW1QBx-7MD4PrFc78Oe,CB,7,7,7,7,6,6,7,7,7,7,7,7,7,7,1,2,2,1,2,23,9,2,-999,4,4,4,4
1gzJE39jHFafIi6OBrM4V6IHtvk7giRt9DuvQf02KfjRMtW1QBx-7MD4PrFc78Oe,GB,7,7,7,6,6,6,7,7,7,7,7,7,7,7,2,1,1,1,1,23,9,2,3,1,1,1,1
t3qZH4x5YPEYN7jyDgztH11pwINwOjzwDEFas69BiysTXUC6X-4-SNA_-WiNlmvZ,CB,5,6,7,4,1,5,4,6,4,6,4,5,4,4,1,2,1,1,2,20,1,1,3,4,4,3,3
t3qZH4x5YPEYN7jyDgztH11pwINwOjzwDEFas69BiysTXUC6X-4-SNA_-WiNlmvZ,GB,5,6,5,5,1,5,3,4,3,4,5,4,4,4,2,3,2,2,2,20,1,1,2,2,2,2,2
woD4mycFGsJzIW2uf48Z3uJLuTPyv_ZnsFx-fznhb2Q5ayn4yU73vPU03e4rbTjn,CB,6,7,6,6,5,7,5,6,5,6,7,7,6,6,1,3,2,3,3,21,3,2,3,4,4,4,4
woD4mycFGsJzIW2uf48Z3uJLuTPyv_ZnsFx-fznhb2Q5ayn4yU73vPU03e4rbTjn,GB,5,4,4,3,4,5,4,4,5,4,5,6,5,5,2,3,3,3,2,21,3,2,1,1,1,1,1
uL5_n5LwsbH8fwuMf35k8C4dPzQ1xuxfpvfpFYgEJ4FUY0QYdw9O4vZs5VBDDJJj,CB,4,3,5,5,2,3,4,5,4,6,3,3,4,3,1,2,3,3,3,23,8,2,3,3,4,-999,3
uL5_n5LwsbH8fwuMf35k8C4dPzQ1xuxfpvfpFYgEJ4FUY0QYdw9O4vZs5VBDDJJj,GB,7,5,5,6,7,7,5,5,5,5,5,6,6,6,2,1,1,1,2,23,8,2,2,3,2,2,1
A6b_33c2-DzguY7R1LERTvpkoZxHBWNjtyKHsSiWHwexSgIn_hjFpOmLK2siPY43,CB,5,4,4,5,4,5,6,5,4,5,5,5,5,4,1,1,2,1,2,28,5,2,4,4,4,4,4
A6b_33c2-DzguY7R1LERTvpkoZxHBWNjtyKHsSiWHwexSgIn_hjFpOmLK2siPY43,GB,6,5,5,6,5,6,5,6,4,5,4,4,4,4,2,1,1,1,1,28,5,2,2,1,1,1,1
uJ6WIOcGLrTIw9wDIeF_TAs6GoaLDjkcnyNh7m_wQdNjP5ugchO8N1Q9AwPtguK4,CB,6,5,6,5,6,6,5,6,6,6,5,6,6,6,1,3,4,1,4,19,1,2,2,3,2,2,2
uJ6WIOcGLrTIw9wDIeF_TAs6GoaLDjkcnyNh7m_wQdNjP5ugchO8N1Q9AwPtguK4,GB,2,3,3,2,3,2,3,3,3,2,2,2,2,3,2,4,3,3,4,19,1,2,4,4,4,4,4
-DjnqyQeY3IbDs6QWJZG7FtXMlF8zsfrbMjBalVPt8lc8Z7mCWMWFVfRmu_k-vK2,CB,3,5,4,4,4,4,5,4,4,4,4,5,4,5,1,3,3,2,4,22,5,2,3,-999,3,-999,2
-DjnqyQeY3IbDs6QWJZG7FtXMlF8zsfrbMjBalVPt8lc8Z7mCWMWFVfRmu_k-vK2,GB,4,6,4,5,4,4,5,5,6,3,4,5,5,3,2,3,3,2,4,22,5,2,3,3,-999,4,2
3fqquMF9xtcZ5IgRV3qbtCbkM_FPOuMi7AtWWBAbCJIOdbQj8FRG9crIEh-aC5SU,CB,6,6,6,6,6,6,6,4,4,4,4,4,5,4,1,1,3,1,2,26,11,1,4,4,4,4,4
3fqquMF9xtcZ5IgRV3qbtCbkM_FPOuMi7AtWWBAbCJIOdbQj8FRG9crIEh-aC5SU,GB,6,6,6,6,6,6,4,4,4,4,4,4,4,4,2,2,2,2,2,26,11,1,3,1,1,2,1
w5WS2LxCXKTNtIOxBfPNUErWnSwVWF1qoT1Cqcuo4UcEqiNoAWte_YXscsZmhUFA,CB,6,6,4,5,5,6,6,6,5,7,5,5,6,3,1,1,1,3,4,22,5,2,2,4,3,4,4
w5WS2LxCXKTNtIOxBfPNUErWnSwVWF1qoT1Cqcuo4UcEqiNoAWte_YXscsZmhUFA,GB,7,7,7,6,5,7,6,7,7,7,7,7,6,7,2,2,1,1,1,22,5,2,3,4,3,4,4
JGCdGnzlSgXw1lE9Rqe6_3uUEv2jzCuKQPRD1RGsyLVeB--QlRXuhpVXTIVJzwVL,CB,6,6,6,6,5,6,6,7,6,7,6,7,6,6,1,1,1,2,2,19,1,2,2,-999,-999,1,-999
JGCdGnzlSgXw1lE9Rqe6_3uUEv2jzCuKQPRD1RGsyLVeB--QlRXuhpVXTIVJzwVL,GB,6,6,6,6,5,6,6,6,6,6,6,6,5,7,2,1,2,1,2,19,1,2,3,2,3,2,1
pyYz2W0CMHUhaeAj2who_vvBOnbV4G4zn2qwVtfT15TyBmXwVirO20As-JIG4vB7,CB,6,6,6,6,5,6,7,7,6,6,6,6,7,5,1,2,1,1,2,22,8,2,3,4,4,3,3
pyYz2W0CMHUhaeAj2who_vvBOnbV4G4zn2qwVtfT15TyBmXwVirO20As-JIG4vB7,GB,4,4,4,4,4,4,4,5,4,4,4,4,5,4,2,2,3,3,3,22,8,2,1,1,1,1,1
TLGWbHJ4c3oeBs-INbMSbTJtsN_gTtw78a8g7d83NCW5pTJU0A-rWAmy3aVtXUby,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,2,NA,NA,NA,4,4,4,4,4
TLGWbHJ4c3oeBs-INbMSbTJtsN_gTtw78a8g7d83NCW5pTJU0A-rWAmy3aVtXUby,GB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,2,1,NA,NA,NA,4,4,4,4,4
0loTb4mCJJDcJkfyeglWToUxvGPd9EWZV-cDVCF2-I5cHPlVOJYExkl9x9YeFzmW,CB,4,6,4,4,6,4,4,4,4,4,4,4,4,4,1,1,3,2,3,25,5,2,3,4,4,3,4
0loTb4mCJJDcJkfyeglWToUxvGPd9EWZV-cDVCF2-I5cHPlVOJYExkl9x9YeFzmW,GB,6,6,5,5,4,5,4,5,3,3,3,3,4,3,2,2,2,2,2,25,5,2,2,1,1,1,1
THxztMSpD9VZOlTY7sKznMAgzXYmZFrA3rGQ4tE-hNEX59jdb0hdVEKfwhb9yqxS,CB,5,5,5,5,5,5,6,5,6,6,6,6,6,6,1,2,3,2,3,22,2,2,4,4,4,4,4
THxztMSpD9VZOlTY7sKznMAgzXYmZFrA3rGQ4tE-hNEX59jdb0hdVEKfwhb9yqxS,GB,5,6,5,2,5,5,3,4,6,3,5,5,5,5,2,2,2,2,2,22,2,2,1,1,1,1,1
dxZzQSzkIJBo7WHjHe0pLeITdtsvpLhiHCRz6-3qtAOR9qJOYkwofkQxwcgLbK7k,CB,7,5,4,6,6,6,5,4,5,4,7,4,6,4,1,3,3,4,4,26,5,2,-999,-999,-999,2,2
dxZzQSzkIJBo7WHjHe0pLeITdtsvpLhiHCRz6-3qtAOR9qJOYkwofkQxwcgLbK7k,GB,6,6,4,4,7,7,6,5,6,5,5,5,6,6,2,1,2,2,1,26,5,2,-999,3,4,3,3
89Ao1PoB8QMkBHA3okomsohk4yKeCsNL-3fI6ZmwjywZNmwhvnmvyaw_rcgC2uOk,CB,5,6,5,5,4,4,5,5,5,5,4,5,5,5,1,2,2,3,2,23,9,1,4,4,4,4,4
89Ao1PoB8QMkBHA3okomsohk4yKeCsNL-3fI6ZmwjywZNmwhvnmvyaw_rcgC2uOk,GB,5,6,5,5,5,5,4,4,5,4,4,4,4,5,2,2,2,2,2,23,9,1,1,1,1,1,1
8reUQ72yL3MJpU04B4XWee9y7Q2LmkvbH0AvMF5uaaZtYqPkd7mdlITkynIZBP1v,CB,6,6,5,6,5,5,6,4,4,3,3,3,5,4,1,2,3,3,4,22,9,2,4,4,4,4,4
8reUQ72yL3MJpU04B4XWee9y7Q2LmkvbH0AvMF5uaaZtYqPkd7mdlITkynIZBP1v,GB,6,6,6,6,5,6,2,2,4,4,3,3,3,4,2,2,2,2,2,22,9,2,1,1,1,1,1
Dc1gvW2DyEwEJiMj1tmHn2VavGmwjdZVVCqkQM-N5IJwb3GY6OZw3SdS-OSPPlED,CB,3,4,4,5,4,3,5,2,4,4,3,1,4,3,1,3,2,2,3,21,2,2,2,3,2,-999,3
Dc1gvW2DyEwEJiMj1tmHn2VavGmwjdZVVCqkQM-N5IJwb3GY6OZw3SdS-OSPPlED,GB,6,5,7,4,6,5,7,6,5,5,5,6,6,6,2,3,3,3,2,21,2,2,-999,3,4,2,2
6x1tugT6LgGrq3oTinW2vMyEw0MdnlvWX_3MoJLzto61gef_eJV2hED_1NMWzmct,CB,6,3,6,2,2,5,3,2,5,4,5,6,4,5,1,4,2,3,2,21,5,1,2,-999,-999,2,2
6x1tugT6LgGrq3oTinW2vMyEw0MdnlvWX_3MoJLzto61gef_eJV2hED_1NMWzmct,GB,6,7,6,7,6,7,2,6,3,5,5,7,6,2,2,3,2,3,3,21,5,1,4,4,1,3,3
3O8f7f3yezUbixv16U7gdpvQYFy5NBBfDMr8yXkMaKJewYxOAw7KSnnQHXkTMjJT,GB,7,7,6,6,6,6,6,6,5,6,7,5,6,6,1,1,2,3,3,20,3,1,4,4,3,-999,3
3O8f7f3yezUbixv16U7gdpvQYFy5NBBfDMr8yXkMaKJewYxOAw7KSnnQHXkTMjJT,CB,6,6,7,7,7,7,5,4,6,6,4,5,6,5,2,1,1,1,1,20,3,1,4,4,4,4,4
ekLuH6BZA2TBsf_PSy_sT4XnS-m37aVcmhTcfwGZ2tR9Tj957ZsESkRNhuDdq3Tf,GB,4,5,4,4,5,6,6,5,5,5,5,6,6,3,1,1,3,3,3,20,3,2,-999,1,1,1,-999
ekLuH6BZA2TBsf_PSy_sT4XnS-m37aVcmhTcfwGZ2tR9Tj957ZsESkRNhuDdq3Tf,CB,6,4,4,3,4,4,3,3,5,3,5,5,4,4,2,3,3,3,3,20,3,2,1,4,4,1,3
zxl6kl-Gx-iA0oV0TlRH9l23MkbKwzXcJUA6ow2942dihFfryvsmcakVgY8hhCUt,GB,4,5,3,4,3,4,5,5,4,5,5,6,4,5,1,2,3,2,3,22,5,2,1,1,1,1,1
zxl6kl-Gx-iA0oV0TlRH9l23MkbKwzXcJUA6ow2942dihFfryvsmcakVgY8hhCUt,CB,5,6,5,4,4,5,4,6,4,5,6,5,4,4,2,1,2,2,2,22,5,2,4,4,4,4,4
iADDwL4FVUe-CrdqrVrRi5Pgef_hDnc5Rrk3lS-GO-SO-uTpAaXpHNU2YfS34wZd,GB,6,6,7,5,7,7,6,6,7,7,6,7,7,7,1,1,1,1,1,24,3,1,1,4,-999,4,-999
iADDwL4FVUe-CrdqrVrRi5Pgef_hDnc5Rrk3lS-GO-SO-uTpAaXpHNU2YfS34wZd,CB,7,7,7,7,7,7,7,7,7,4,7,7,7,7,2,1,1,1,1,24,3,1,-999,-999,-999,3,4
kJ9C3Xq7FNmV7ljCS0k6n1qM7ItqRnhiRH0uR5MPbT4BR-afNbBy4NVzpcwOiV6V,GB,6,5,6,5,6,6,4,4,6,5,6,6,7,6,1,2,2,1,4,21,7,1,2,1,1,-999,1
kJ9C3Xq7FNmV7ljCS0k6n1qM7ItqRnhiRH0uR5MPbT4BR-afNbBy4NVzpcwOiV6V,CB,6,5,6,6,5,6,7,7,6,6,7,7,7,6,2,4,1,1,1,21,7,1,4,4,4,3,4
iU7o-78i04hRjj67hCwW-_AFAhX_hjTXL0vUgfb1CwmjnJGjPj-gO4rFrso_8Ikn,GB,5,3,4,3,5,5,5,4,4,4,5,5,5,5,1,1,2,2,2,19,3,2,3,2,1,2,1
iU7o-78i04hRjj67hCwW-_AFAhX_hjTXL0vUgfb1CwmjnJGjPj-gO4rFrso_8Ikn,CB,6,5,6,6,5,5,5,6,3,5,5,4,5,5,2,1,1,2,1,19,3,2,4,4,4,4,4
c2epvAOF10er7kGwkfgeWh_FqgfpUPEHOaa3tlVAfEvvrVqg-O0MFw4mXHINby1e,GB,5,6,6,5,5,6,4,5,4,3,4,4,3,3,1,1,2,2,3,21,7,1,1,1,1,1,1
c2epvAOF10er7kGwkfgeWh_FqgfpUPEHOaa3tlVAfEvvrVqg-O0MFw4mXHINby1e,CB,6,6,6,6,6,6,6,6,6,7,5,5,6,6,2,1,1,1,1,21,7,1,3,4,4,4,4
