true_hyp,study_iteration,numerator,denominator,BF,N
nonosp=nonvis=visosp,230,nonosp<nonvis=visosp,Hc,9.992035555731503,250
nonosp=nonvis=visosp,230,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.014534838889338002,250
nonosp=nonvis=visosp,230,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.12261259157614056,250
nonosp=nonvis=visosp,230,nonosp=nonvis=visosp,nonosp<nonvis<visosp,68.80021220830646,250
nonosp=nonvis=visosp,230,nonosp<nonvis=visosp,nonosp<nonvis<visosp,8.43577231984888,250
nonosp=nonvis=visosp,230,nonosp=nonvis=visosp,nonosp<nonvis=visosp,8.1557692170548,250
nonosp=nonvis=visosp,230,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.11854279158851387,250
nonosp<nonvis<visosp,230,nonosp=nonvis=visosp,Hc,2.7624599953302863e-9,250
nonosp<nonvis<visosp,230,nonosp<nonvis<visosp,Hc,675.4409290447525,250
nonosp<nonvis<visosp,230,nonosp<nonvis=visosp,Hc,1.7610739229155284e-4,250
nonosp<nonvis<visosp,230,nonosp<nonvis<visosp,nonosp=nonvis=visosp,2008881471.1281686,250
nonosp<nonvis<visosp,230,nonosp<nonvis=visosp,nonosp=nonvis=visosp,63750.205465146304,250
nonosp<nonvis<visosp,230,nonosp=nonvis=visosp,nonosp<nonvis<visosp,4.977894486917685e-10,250
nonosp<nonvis<visosp,230,nonosp<nonvis=visosp,nonosp<nonvis<visosp,3.1734179632482146e-5,250
nonosp<nonvis<visosp,230,nonosp=nonvis=visosp,nonosp<nonvis=visosp,1.5686223953375693e-5,250
nonosp<nonvis<visosp,230,nonosp<nonvis<visosp,nonosp<nonvis=visosp,31511.764651903275,250
nonosp<nonvis=visosp,230,nonosp=nonvis=visosp,Hc,4.348508737801779,250
nonosp<nonvis=visosp,230,nonosp<nonvis<visosp,Hc,1.1589856117005413,250
nonosp<nonvis=visosp,230,nonosp<nonvis=visosp,Hc,12.651127394622037,250
nonosp<nonvis=visosp,230,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.25923559544750724,250
nonosp<nonvis=visosp,230,nonosp<nonvis=visosp,nonosp=nonvis=visosp,2.9093025120647056,250
nonosp<nonvis=visosp,230,nonosp=nonvis=visosp,nonosp<nonvis<visosp,3.857494948846601,250
nonosp<nonvis=visosp,230,nonosp<nonvis=visosp,nonosp<nonvis<visosp,11.222619744956328,250
nonosp<nonvis=visosp,230,nonosp=nonvis=visosp,nonosp<nonvis=visosp,0.3437249979515912,250
nonosp<nonvis=visosp,230,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.08910575451417396,250
"nonosp,nonvis,visosp",230,nonosp=nonvis=visosp,Hc,0.003256100237610057,250
"nonosp,nonvis,visosp",230,nonosp<nonvis<visosp,Hc,1.5946656242419634e-6,250
"nonosp,nonvis,visosp",230,nonosp<nonvis=visosp,Hc,7.464208606171247e-5,250
"nonosp,nonvis,visosp",230,nonosp<nonvis<visosp,nonosp=nonvis=visosp,5.878295111147425e-4,250
"nonosp,nonvis,visosp",230,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.022923767886365493,250
"nonosp,nonvis,visosp",230,nonosp=nonvis=visosp,nonosp<nonvis<visosp,1701.1735224106556,250
"nonosp,nonvis,visosp",230,nonosp<nonvis=visosp,nonosp<nonvis<visosp,38.997306962172644,250
"nonosp,nonvis,visosp",230,nonosp=nonvis=visosp,nonosp<nonvis=visosp,43.622846163731055,250
"nonosp,nonvis,visosp",230,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.025642796333859647,250
nonosp=nonvis=visosp,231,nonosp=nonvis=visosp,Hc,5.374171332425934,250
nonosp=nonvis=visosp,231,nonosp<nonvis<visosp,Hc,0.09620872570857918,250
nonosp=nonvis=visosp,231,nonosp<nonvis=visosp,Hc,0.25462811653147405,250
nonosp=nonvis=visosp,231,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.021690362657933598,250
nonosp=nonvis=visosp,231,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.04737997744789675,250
nonosp=nonvis=visosp,231,nonosp=nonvis=visosp,nonosp<nonvis<visosp,46.10342463011949,250
nonosp=nonvis=visosp,231,nonosp<nonvis=visosp,nonosp<nonvis<visosp,2.1843792192458693,250
nonosp=nonvis=visosp,231,nonosp=nonvis=visosp,nonosp<nonvis=visosp,21.10596192452158,250
nonosp=nonvis=visosp,231,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.45779596838741116,250
nonosp<nonvis<visosp,231,nonosp=nonvis=visosp,Hc,1.0617696275987312e-7,250
nonosp<nonvis<visosp,231,nonosp<nonvis<visosp,Hc,3840.8989728509223,250
nonosp<nonvis<visosp,231,nonosp<nonvis=visosp,Hc,0.01400520347110274,250
nonosp<nonvis<visosp,231,nonosp<nonvis<visosp,nonosp=nonvis=visosp,52301884.81350568,250
nonosp<nonvis<visosp,231,nonosp<nonvis=visosp,nonosp=nonvis=visosp,131904.35200879234,250
nonosp<nonvis<visosp,231,nonosp=nonvis=visosp,nonosp<nonvis<visosp,1.911976984320409e-8,250
nonosp<nonvis<visosp,231,nonosp<nonvis=visosp,nonosp<nonvis<visosp,0.0025219808517250846,250
nonosp<nonvis<visosp,231,nonosp=nonvis=visosp,nonosp<nonvis=visosp,7.581250995671038e-6,250
nonosp<nonvis<visosp,231,nonosp<nonvis<visosp,nonosp<nonvis=visosp,396.51371631786185,250
nonosp<nonvis=visosp,231,nonosp=nonvis=visosp,Hc,9.894369307597535e-6,250
nonosp<nonvis=visosp,231,nonosp<nonvis<visosp,Hc,0.143821626376825,250
nonosp<nonvis=visosp,231,nonosp<nonvis=visosp,Hc,3.522013132453983,250
nonosp<nonvis=visosp,231,nonosp<nonvis<visosp,nonosp=nonvis=visosp,17523.20689052617,250
nonosp<nonvis=visosp,231,nonosp<nonvis=visosp,nonosp=nonvis=visosp,355961.3577137812,250
nonosp<nonvis=visosp,231,nonosp=nonvis=visosp,nonosp<nonvis<visosp,5.706717989734199e-5,250
nonosp<nonvis=visosp,231,nonosp<nonvis=visosp,nonosp<nonvis<visosp,20.31371083715446,250
nonosp<nonvis=visosp,231,nonosp=nonvis=visosp,nonosp<nonvis=visosp,2.8092937009305173e-6,250
nonosp<nonvis=visosp,231,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.049227834737657405,250
"nonosp,nonvis,visosp",231,nonosp=nonvis=visosp,Hc,4.4616689376905103e-5,250
"nonosp,nonvis,visosp",231,nonosp<nonvis<visosp,Hc,1.7453069433073298e-8,250
"nonosp,nonvis,visosp",231,nonosp<nonvis=visosp,Hc,7.317423124293218e-7,250
"nonosp,nonvis,visosp",231,nonosp<nonvis<visosp,nonosp=nonvis=visosp,4.803576494695908e-4,250
"nonosp,nonvis,visosp",231,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.016400641164740763,250
"nonosp,nonvis,visosp",231,nonosp=nonvis=visosp,nonosp<nonvis<visosp,2081.7821910490993,250
"nonosp,nonvis,visosp",231,nonosp<nonvis=visosp,nonosp<nonvis<visosp,34.142562698544076,250
"nonosp,nonvis,visosp",231,nonosp=nonvis=visosp,nonosp<nonvis=visosp,60.973225982766415,250
"nonosp,nonvis,visosp",231,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.029288955513659856,250
nonosp=nonvis=visosp,232,nonosp=nonvis=visosp,Hc,29.474969908032776,250
nonosp=nonvis=visosp,232,nonosp<nonvis<visosp,Hc,0.09393229347957459,250
nonosp=nonvis=visosp,232,nonosp<nonvis=visosp,Hc,1.3616228371960544,250
nonosp=nonvis=visosp,232,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.003864278780970109,250
nonosp=nonvis=visosp,232,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.046195902538478016,250
nonosp=nonvis=visosp,232,nonosp=nonvis=visosp,nonosp<nonvis<visosp,258.7805012735015,250
nonosp=nonvis=visosp,232,nonosp<nonvis=visosp,nonosp<nonvis<visosp,11.954598815689161,250
nonosp=nonvis=visosp,232,nonosp=nonvis=visosp,nonosp<nonvis=visosp,21.64694150454293,250
nonosp=nonvis=visosp,232,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.08364981672890641,250
nonosp<nonvis<visosp,232,nonosp=nonvis=visosp,Hc,1.6746325297190183e-6,250
nonosp<nonvis<visosp,232,nonosp<nonvis<visosp,Hc,202.11469216589867,250
nonosp<nonvis<visosp,232,nonosp<nonvis=visosp,Hc,0.005189459712293054,250
nonosp<nonvis<visosp,232,nonosp<nonvis<visosp,nonosp=nonvis=visosp,3373983.298043494,250
nonosp<nonvis<visosp,232,nonosp<nonvis=visosp,nonosp=nonvis=visosp,3098.864748055371,250
nonosp<nonvis<visosp,232,nonosp=nonvis=visosp,nonosp<nonvis<visosp,2.963855809777957e-7,250
nonosp<nonvis<visosp,232,nonosp<nonvis=visosp,nonosp<nonvis<visosp,9.184588287240015e-4,250
nonosp<nonvis<visosp,232,nonosp=nonvis=visosp,nonosp<nonvis=visosp,3.226988207947861e-4,250
nonosp<nonvis<visosp,232,nonosp<nonvis<visosp,nonosp<nonvis=visosp,1088.7804316599386,250
nonosp<nonvis=visosp,232,nonosp=nonvis=visosp,Hc,0.015484603847698349,250
nonosp<nonvis=visosp,232,nonosp<nonvis<visosp,Hc,65.21804626763756,250
nonosp<nonvis=visosp,232,nonosp<nonvis=visosp,Hc,5.616979729870236,250
nonosp<nonvis=visosp,232,nonosp<nonvis<visosp,nonosp=nonvis=visosp,347.5425351500708,250
nonosp<nonvis=visosp,232,nonosp<nonvis=visosp,nonosp=nonvis=visosp,362.7461047836332,250
nonosp<nonvis=visosp,232,nonosp=nonvis=visosp,nonosp<nonvis<visosp,0.002877345645096921,250
nonosp<nonvis=visosp,232,nonosp<nonvis=visosp,nonosp<nonvis<visosp,1.0437459248750585,250
nonosp<nonvis=visosp,232,nonosp=nonvis=visosp,nonosp<nonvis=visosp,0.0027567491058145717,250
nonosp<nonvis=visosp,232,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.9580875730074871,250
"nonosp,nonvis,visosp",232,nonosp=nonvis=visosp,Hc,6.598738818713548e-6,250
"nonosp,nonvis,visosp",232,nonosp<nonvis<visosp,Hc,2.0800681595850195e-9,250
"nonosp,nonvis,visosp",232,nonosp<nonvis=visosp,Hc,1.2347712326995404e-7,250
"nonosp,nonvis,visosp",232,nonosp<nonvis<visosp,nonosp=nonvis=visosp,3.866061832214137e-4,250
"nonosp,nonvis,visosp",232,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.018712230725026095,250
"nonosp,nonvis,visosp",232,nonosp=nonvis=visosp,nonosp<nonvis<visosp,2586.611501314993,250
"nonosp,nonvis,visosp",232,nonosp<nonvis=visosp,nonosp<nonvis<visosp,48.40127120861228,250
"nonosp,nonvis,visosp",232,nonosp=nonvis=visosp,nonosp<nonvis=visosp,53.44098278259156,250
"nonosp,nonvis,visosp",232,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.020660614381179,250
nonosp=nonvis=visosp,233,nonosp=nonvis=visosp,Hc,56.83536606691029,250
nonosp=nonvis=visosp,233,nonosp<nonvis<visosp,Hc,2.8654711261468604,250
nonosp=nonvis=visosp,233,nonosp<nonvis=visosp,Hc,10.262024217895746,250
nonosp=nonvis=visosp,233,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.037547531032702794,250
nonosp=nonvis=visosp,233,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.18055701806890137,250
nonosp=nonvis=visosp,233,nonosp=nonvis=visosp,nonosp<nonvis<visosp,26.632909608065287,250
nonosp=nonvis=visosp,233,nonosp<nonvis=visosp,nonosp<nonvis<visosp,4.808758741330863,250
nonosp=nonvis=visosp,233,nonosp=nonvis=visosp,nonosp<nonvis=visosp,5.538416676877082,250
nonosp=nonvis=visosp,233,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.2079538720470809,250
nonosp<nonvis<visosp,233,nonosp=nonvis=visosp,Hc,7.962442857936534e-8,250
nonosp<nonvis<visosp,233,nonosp<nonvis<visosp,Hc,4554.996558166672,250
nonosp<nonvis<visosp,233,nonosp<nonvis=visosp,Hc,0.008310414091094872,250
nonosp<nonvis<visosp,233,nonosp<nonvis<visosp,nonosp=nonvis=visosp,69073350.14185129,250
nonosp<nonvis<visosp,233,nonosp<nonvis=visosp,nonosp=nonvis=visosp,104370.15673916577,250
nonosp<nonvis<visosp,233,nonosp=nonvis=visosp,nonosp<nonvis<visosp,1.4477363526546308e-8,250
nonosp<nonvis<visosp,233,nonosp<nonvis=visosp,nonosp<nonvis<visosp,0.00151100470043552,250
nonosp<nonvis<visosp,233,nonosp=nonvis=visosp,nonosp<nonvis=visosp,9.581282918824455e-6,250
nonosp<nonvis<visosp,233,nonosp<nonvis<visosp,nonosp<nonvis=visosp,661.8113098601006,250
nonosp<nonvis=visosp,233,nonosp=nonvis=visosp,Hc,5.817789629965439e-4,250
nonosp<nonvis=visosp,233,nonosp<nonvis<visosp,Hc,0.6015902023981223,250
nonosp<nonvis=visosp,233,nonosp<nonvis=visosp,Hc,8.94511823187579,250
nonosp<nonvis=visosp,233,nonosp<nonvis<visosp,nonosp=nonvis=visosp,1113.5913447367216,250
nonosp<nonvis=visosp,233,nonosp<nonvis=visosp,nonosp=nonvis=visosp,15375.458379936179,250
nonosp<nonvis=visosp,233,nonosp=nonvis=visosp,nonosp<nonvis<visosp,8.979954852616267e-4,250
nonosp<nonvis=visosp,233,nonosp<nonvis=visosp,nonosp<nonvis<visosp,13.807092209010735,250
nonosp<nonvis=visosp,233,nonosp=nonvis=visosp,nonosp<nonvis=visosp,6.503871138599193e-5,250
nonosp<nonvis=visosp,233,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.07242654607227027,250
"nonosp,nonvis,visosp",233,nonosp=nonvis=visosp,Hc,5.741421944558961e-7,250
"nonosp,nonvis,visosp",233,nonosp<nonvis<visosp,Hc,1.5489555711515418e-10,250
"nonosp,nonvis,visosp",233,nonosp<nonvis=visosp,Hc,9.393168050137787e-9,250
"nonosp,nonvis,visosp",233,nonosp<nonvis<visosp,nonosp=nonvis=visosp,3.332334056719759e-4,250
"nonosp,nonvis,visosp",233,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.016360351391765445,250
"nonosp,nonvis,visosp",233,nonosp=nonvis=visosp,nonosp<nonvis<visosp,3000.8996186425784,250
"nonosp,nonvis,visosp",233,nonosp<nonvis=visosp,nonosp<nonvis<visosp,49.0957722524075,250
"nonosp,nonvis,visosp",233,nonosp=nonvis=visosp,nonosp<nonvis=visosp,61.123381524881175,250
"nonosp,nonvis,visosp",233,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.02036835259172368,250
nonosp=nonvis=visosp,234,nonosp=nonvis=visosp,Hc,56.72673373666084,250
nonosp=nonvis=visosp,234,nonosp<nonvis<visosp,Hc,0.4732429304056872,250
nonosp=nonvis=visosp,234,nonosp<nonvis=visosp,Hc,3.907174836403187,250
nonosp=nonvis=visosp,234,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.009251497593616544,250
nonosp=nonvis=visosp,234,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.06887713391963009,250
nonosp=nonvis=visosp,234,nonosp=nonvis=visosp,nonosp<nonvis<visosp,108.09060802112637,250
nonosp=nonvis=visosp,234,nonosp<nonvis=visosp,nonosp<nonvis<visosp,7.444971284125364,250
nonosp=nonvis=visosp,234,nonosp=nonvis=visosp,nonosp<nonvis=visosp,14.518606438631133,250
nonosp=nonvis=visosp,234,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.1343188525296616,250
nonosp<nonvis<visosp,234,nonosp=nonvis=visosp,Hc,1.1412985138754416e-4,250
nonosp<nonvis<visosp,234,nonosp<nonvis<visosp,Hc,885.9514840445648,250
nonosp<nonvis<visosp,234,nonosp<nonvis=visosp,Hc,0.543698035932854,250
nonosp<nonvis<visosp,234,nonosp<nonvis<visosp,nonosp=nonvis=visosp,46604.74403165693,250
nonosp<nonvis<visosp,234,nonosp<nonvis=visosp,nonosp=nonvis=visosp,4763.854761246031,250
nonosp<nonvis<visosp,234,nonosp=nonvis=visosp,nonosp<nonvis<visosp,2.1457043070995865e-5,250
nonosp<nonvis<visosp,234,nonosp<nonvis=visosp,nonosp<nonvis<visosp,0.10221823679602479,250
nonosp<nonvis<visosp,234,nonosp=nonvis=visosp,nonosp<nonvis=visosp,2.0991404022956416e-4,250
nonosp<nonvis<visosp,234,nonosp<nonvis<visosp,nonosp<nonvis=visosp,9.782990113549772,250
nonosp<nonvis=visosp,234,nonosp=nonvis=visosp,Hc,0.030554570445371305,250
nonosp<nonvis=visosp,234,nonosp<nonvis<visosp,Hc,44.08123237288231,250
nonosp<nonvis=visosp,234,nonosp<nonvis=visosp,Hc,7.713709997391603,250
nonosp<nonvis=visosp,234,nonosp<nonvis<visosp,nonosp=nonvis=visosp,177.3681783229542,250
nonosp<nonvis=visosp,234,nonosp<nonvis=visosp,nonosp=nonvis=visosp,252.45683002426722,250
nonosp<nonvis=visosp,234,nonosp=nonvis=visosp,nonosp<nonvis<visosp,0.005637989911466459,250
nonosp<nonvis=visosp,234,nonosp<nonvis=visosp,nonosp<nonvis<visosp,1.4233490607576216,250
nonosp<nonvis=visosp,234,nonosp=nonvis=visosp,nonosp<nonvis=visosp,0.003961073265095961,250
nonosp<nonvis=visosp,234,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.7025683492338268,250
"nonosp,nonvis,visosp",234,nonosp=nonvis=visosp,Hc,3.508070787518056e-7,250
"nonosp,nonvis,visosp",234,nonosp<nonvis<visosp,Hc,9.725804751657366e-11,250
"nonosp,nonvis,visosp",234,nonosp<nonvis=visosp,Hc,5.5034881602860304e-9,250
"nonosp,nonvis,visosp",234,nonosp<nonvis<visosp,nonosp=nonvis=visosp,3.322286401935901e-4,250
"nonosp,nonvis,visosp",234,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.015688076135372753,250
"nonosp,nonvis,visosp",234,nonosp=nonvis=visosp,nonosp<nonvis<visosp,3009.97529718479,250
"nonosp,nonvis,visosp",234,nonosp<nonvis=visosp,nonosp<nonvis<visosp,47.220721627826215,250
"nonosp,nonvis,visosp",234,nonosp=nonvis=visosp,nonosp<nonvis=visosp,63.74267892193906,250
"nonosp,nonvis,visosp",234,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.021177143540532434,250
nonosp=nonvis=visosp,235,nonosp=nonvis=visosp,Hc,53.522305680481445,250
nonosp=nonvis=visosp,235,nonosp<nonvis<visosp,Hc,0.31721532232208643,250
nonosp=nonvis=visosp,235,nonosp<nonvis=visosp,Hc,3.462822703339583,250
nonosp=nonvis=visosp,235,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.006724689854825108,250
nonosp=nonvis=visosp,235,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.0646986832744466,250
nonosp=nonvis=visosp,235,nonosp=nonvis=visosp,nonosp<nonvis<visosp,148.70574280574127,250
nonosp=nonvis=visosp,235,nonosp<nonvis=visosp,nonosp<nonvis<visosp,9.62106575487997,250
nonosp=nonvis=visosp,235,nonosp=nonvis=visosp,nonosp<nonvis=visosp,15.45626509519646,250
nonosp=nonvis=visosp,235,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.10393858907915507,250
nonosp<nonvis<visosp,235,nonosp=nonvis=visosp,Hc,2.4309062336489674e-12,250
nonosp<nonvis<visosp,235,nonosp<nonvis<visosp,Hc,12634.041119249756,250
nonosp<nonvis<visosp,235,nonosp<nonvis=visosp,Hc,0.06480545318866833,250
nonosp<nonvis<visosp,235,nonosp<nonvis<visosp,nonosp=nonvis=visosp,2392729342604.277,250
nonosp<nonvis<visosp,235,nonosp<nonvis=visosp,nonosp=nonvis=visosp,26658968697.196774,250
nonosp<nonvis<visosp,235,nonosp=nonvis=visosp,nonosp<nonvis<visosp,4.179327691579138e-13,250
nonosp<nonvis<visosp,235,nonosp<nonvis=visosp,nonosp<nonvis<visosp,0.011141656610513589,250
nonosp<nonvis<visosp,235,nonosp=nonvis=visosp,nonosp<nonvis=visosp,3.751082839544169e-11,250
nonosp<nonvis<visosp,235,nonosp<nonvis<visosp,nonosp<nonvis=visosp,89.75325976716704,250
nonosp<nonvis=visosp,235,nonosp=nonvis=visosp,Hc,0.027258353570657354,250
nonosp<nonvis=visosp,235,nonosp<nonvis<visosp,Hc,0.028086382209866208,250
nonosp<nonvis=visosp,235,nonosp<nonvis=visosp,Hc,0.7736381906527076,250
nonosp<nonvis=visosp,235,nonosp<nonvis<visosp,nonosp=nonvis=visosp,1.2451379650959857,250
nonosp<nonvis=visosp,235,nonosp<nonvis=visosp,nonosp=nonvis=visosp,28.381691823291245,250
nonosp<nonvis=visosp,235,nonosp=nonvis=visosp,nonosp<nonvis<visosp,0.8031238529642869,250
nonosp<nonvis=visosp,235,nonosp<nonvis=visosp,nonosp<nonvis<visosp,22.794013690766665,250
nonosp<nonvis=visosp,235,nonosp=nonvis=visosp,nonosp<nonvis=visosp,0.03523398133649513,250
nonosp<nonvis=visosp,235,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.04387116782355348,250
"nonosp,nonvis,visosp",235,nonosp=nonvis=visosp,Hc,3.301878844289125e-8,250
"nonosp,nonvis,visosp",235,nonosp<nonvis<visosp,Hc,7.83206279298665e-12,250
"nonosp,nonvis,visosp",235,nonosp<nonvis=visosp,Hc,4.716285487268378e-10,250
"nonosp,nonvis,visosp",235,nonosp<nonvis<visosp,nonosp=nonvis=visosp,2.858660118210759e-4,250
"nonosp,nonvis,visosp",235,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.01428364185871201,250
"nonosp,nonvis,visosp",235,nonosp=nonvis=visosp,nonosp<nonvis<visosp,3498.1423416852435,250
"nonosp,nonvis,visosp",235,nonosp<nonvis=visosp,nonosp<nonvis<visosp,49.96621237942821,250
"nonosp,nonvis,visosp",235,nonosp=nonvis=visosp,nonosp<nonvis=visosp,70.010156365694,250
"nonosp,nonvis,visosp",235,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.02001352418723085,250
nonosp=nonvis=visosp,236,nonosp=nonvis=visosp,Hc,44.195835662786145,250
nonosp=nonvis=visosp,236,nonosp<nonvis<visosp,Hc,0.2769340218565097,250
nonosp=nonvis=visosp,236,nonosp<nonvis=visosp,Hc,5.037651378670618,250
nonosp=nonvis=visosp,236,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.007155197148920694,250
nonosp=nonvis=visosp,236,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.11398475225376108,250
nonosp=nonvis=visosp,236,nonosp=nonvis=visosp,nonosp<nonvis<visosp,139.7585530051876,250
nonosp=nonvis=visosp,236,nonosp<nonvis=visosp,nonosp<nonvis<visosp,15.930344039640447,250
nonosp=nonvis=visosp,236,nonosp=nonvis=visosp,nonosp<nonvis=visosp,8.773103246070386,250
nonosp=nonvis=visosp,236,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.06277328333346971,250
nonosp<nonvis<visosp,236,nonosp=nonvis=visosp,Hc,1.0190805618168278e-5,250
nonosp<nonvis<visosp,236,nonosp<nonvis<visosp,Hc,1631.851597728063,250
nonosp<nonvis<visosp,236,nonosp<nonvis=visosp,Hc,0.3019197274252469,250
nonosp<nonvis<visosp,236,nonosp<nonvis<visosp,nonosp=nonvis=visosp,538367.042473588,250
nonosp<nonvis<visosp,236,nonosp<nonvis=visosp,nonosp=nonvis=visosp,29626.679061268835,250
nonosp<nonvis<visosp,236,nonosp=nonvis=visosp,nonosp<nonvis<visosp,1.8574688290824552e-6,250
nonosp<nonvis<visosp,236,nonosp<nonvis=visosp,nonosp<nonvis<visosp,0.05503063286553671,250
nonosp<nonvis<visosp,236,nonosp=nonvis=visosp,nonosp<nonvis=visosp,3.375336121648907e-5,250
nonosp<nonvis<visosp,236,nonosp<nonvis<visosp,nonosp<nonvis=visosp,18.17169725166393,250
nonosp<nonvis=visosp,236,nonosp=nonvis=visosp,Hc,2.267425224380601e-4,250
nonosp<nonvis=visosp,236,nonosp<nonvis<visosp,Hc,3.5313744825377973,250
nonosp<nonvis=visosp,236,nonosp<nonvis=visosp,Hc,17.92523750256457,250
nonosp<nonvis=visosp,236,nonosp<nonvis<visosp,nonosp=nonvis=visosp,10721.47116860371,250
nonosp<nonvis=visosp,236,nonosp<nonvis=visosp,nonosp=nonvis=visosp,79055.47362630782,250
nonosp<nonvis=visosp,236,nonosp=nonvis=visosp,nonosp<nonvis<visosp,9.327078199196736e-5,250
nonosp<nonvis=visosp,236,nonosp<nonvis=visosp,nonosp<nonvis<visosp,7.373565845871081,250
nonosp<nonvis=visosp,236,nonosp=nonvis=visosp,nonosp<nonvis=visosp,1.26493455054986e-5,250
nonosp<nonvis=visosp,236,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.13561959313891014,250
"nonosp,nonvis,visosp",236,nonosp=nonvis=visosp,Hc,1.6477991770134602e-10,250
"nonosp,nonvis,visosp",236,nonosp<nonvis<visosp,Hc,3.412165914327243e-14,250
"nonosp,nonvis,visosp",236,nonosp<nonvis=visosp,Hc,2.335800987487735e-12,250
"nonosp,nonvis,visosp",236,nonosp<nonvis<visosp,nonosp=nonvis=visosp,2.4881899596554717e-4,250
"nonosp,nonvis,visosp",236,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.014175277060893051,250
"nonosp,nonvis,visosp",236,nonosp=nonvis=visosp,nonosp<nonvis<visosp,4018.9857535574392,250
"nonosp,nonvis,visosp",236,nonosp<nonvis=visosp,nonosp<nonvis<visosp,56.97023656045872,250
"nonosp,nonvis,visosp",236,nonosp=nonvis=visosp,nonosp<nonvis=visosp,70.54535835202924,250
"nonosp,nonvis,visosp",236,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.017553025235181645,250
nonosp=nonvis=visosp,237,nonosp=nonvis=visosp,Hc,36.30681666544705,250
nonosp=nonvis=visosp,237,nonosp<nonvis<visosp,Hc,0.1509253661307078,250
nonosp=nonvis=visosp,237,nonosp<nonvis=visosp,Hc,3.154045078934874,250
nonosp=nonvis=visosp,237,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.004882727875262937,250
nonosp=nonvis=visosp,237,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.08687198076323108,250
nonosp=nonvis=visosp,237,nonosp=nonvis=visosp,nonosp<nonvis<visosp,204.8035494802482,250
nonosp=nonvis=visosp,237,nonosp<nonvis=visosp,nonosp<nonvis<visosp,17.791690010689567,250
nonosp=nonvis=visosp,237,nonosp=nonvis=visosp,nonosp<nonvis=visosp,11.511191424603203,250
nonosp=nonvis=visosp,237,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.05620601524639773,250
nonosp<nonvis<visosp,237,nonosp=nonvis=visosp,Hc,2.7387676688470695e-8,250
nonosp<nonvis<visosp,237,nonosp<nonvis<visosp,Hc,256.8473222746766,250
nonosp<nonvis<visosp,237,nonosp<nonvis=visosp,Hc,1.6090986123451186e-4,250
nonosp<nonvis<visosp,237,nonosp<nonvis<visosp,nonosp=nonvis=visosp,197521601.5050641,250
nonosp<nonvis<visosp,237,nonosp<nonvis=visosp,nonosp=nonvis=visosp,5875.265107910726,250
nonosp<nonvis<visosp,237,nonosp=nonvis=visosp,nonosp<nonvis<visosp,5.062737403809284e-9,250
nonosp<nonvis<visosp,237,nonosp<nonvis=visosp,nonosp<nonvis<visosp,2.9744924419115215e-5,250
nonosp<nonvis<visosp,237,nonosp=nonvis=visosp,nonosp<nonvis=visosp,1.7020508549538544e-4,250
nonosp<nonvis<visosp,237,nonosp<nonvis<visosp,nonosp<nonvis=visosp,33619.18107135489,250
