true_hyp,study_iteration,numerator,denominator,BF,N
nonosp<nonvis=visosp,4,nonosp<nonvis=visosp,nonosp<nonvis<visosp,1.2945057398673097,250
nonosp<nonvis=visosp,4,nonosp=nonvis=visosp,nonosp<nonvis=visosp,5.3949879317825355e-5,250
nonosp<nonvis=visosp,4,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.7724956090982669,250
"nonosp,nonvis,visosp",4,nonosp=nonvis=visosp,Hc,4.271114559562101e-6,250
"nonosp,nonvis,visosp",4,nonosp<nonvis<visosp,Hc,1.2788469002470665e-9,250
"nonosp,nonvis,visosp",4,nonosp<nonvis=visosp,Hc,7.480804027449507e-8,250
"nonosp,nonvis,visosp",4,nonosp<nonvis<visosp,nonosp=nonvis=visosp,3.678634446546355e-4,250
"nonosp,nonvis,visosp",4,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.017514875621169202,250
"nonosp,nonvis,visosp",4,nonosp=nonvis=visosp,nonosp<nonvis<visosp,2718.400032759,250
"nonosp,nonvis,visosp",4,nonosp<nonvis=visosp,nonosp<nonvis<visosp,47.61243846235618,250
"nonosp,nonvis,visosp",4,nonosp=nonvis=visosp,nonosp<nonvis=visosp,57.09432494007315,250
"nonosp,nonvis,visosp",4,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.02100291504268638,250
nonosp=nonvis=visosp,5,nonosp=nonvis=visosp,Hc,32.846019364025295,250
nonosp=nonvis=visosp,5,nonosp<nonvis<visosp,Hc,0.287187416464978,250
nonosp=nonvis=visosp,5,nonosp<nonvis=visosp,Hc,1.8817404755680351,250
nonosp=nonvis=visosp,5,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.010122947554513616,250
nonosp=nonvis=visosp,5,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.057289757237037296,250
nonosp=nonvis=visosp,5,nonosp=nonvis=visosp,nonosp<nonvis<visosp,98.78545696447082,250
nonosp=nonvis=visosp,5,nonosp<nonvis=visosp,nonosp<nonvis<visosp,5.659394848044329,250
nonosp=nonvis=visosp,5,nonosp=nonvis=visosp,nonosp<nonvis=visosp,17.455127202974243,250
nonosp=nonvis=visosp,5,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.17669733723307218,250
nonosp<nonvis<visosp,5,nonosp=nonvis=visosp,Hc,4.443933751347946e-13,250
nonosp<nonvis<visosp,5,nonosp<nonvis<visosp,Hc,287431.62048460555,250
nonosp<nonvis<visosp,5,nonosp<nonvis=visosp,Hc,6.144946100461184e-4,250
nonosp<nonvis<visosp,5,nonosp<nonvis<visosp,nonosp=nonvis=visosp,12313434465602.152,250
nonosp<nonvis<visosp,5,nonosp<nonvis=visosp,nonosp=nonvis=visosp,1382771761.3020854,250
nonosp<nonvis<visosp,5,nonosp=nonvis=visosp,nonosp<nonvis<visosp,8.121211046304926e-14,250
nonosp<nonvis<visosp,5,nonosp<nonvis=visosp,nonosp<nonvis<visosp,1.1229781302405017e-4,250
nonosp<nonvis<visosp,5,nonosp=nonvis=visosp,nonosp<nonvis=visosp,7.231851473871226e-10,250
nonosp<nonvis<visosp,5,nonosp<nonvis<visosp,nonosp<nonvis=visosp,8904.892918848169,250
nonosp<nonvis=visosp,5,nonosp=nonvis=visosp,Hc,6.066298791327848e-4,250
nonosp<nonvis=visosp,5,nonosp<nonvis<visosp,Hc,0.44538425966667733,250
nonosp<nonvis=visosp,5,nonosp<nonvis=visosp,Hc,7.231927989678568,250
nonosp<nonvis=visosp,5,nonosp<nonvis<visosp,nonosp=nonvis=visosp,812.2691068136766,250
nonosp<nonvis=visosp,5,nonosp<nonvis=visosp,nonosp=nonvis=visosp,11921.483326896228,250
nonosp<nonvis=visosp,5,nonosp=nonvis=visosp,nonosp<nonvis<visosp,0.0012311190855488073,250
nonosp<nonvis=visosp,5,nonosp<nonvis=visosp,nonosp<nonvis<visosp,14.676765651793838,250
nonosp<nonvis=visosp,5,nonosp=nonvis=visosp,nonosp<nonvis=visosp,8.388217913654133e-5,250
nonosp<nonvis=visosp,5,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.06813490272482324,250
"nonosp,nonvis,visosp",5,nonosp=nonvis=visosp,Hc,9.058142258430639e-8,250
"nonosp,nonvis,visosp",5,nonosp<nonvis<visosp,Hc,2.4157998744848226e-11,250
"nonosp,nonvis,visosp",5,nonosp<nonvis=visosp,Hc,1.5353240394343133e-9,250
"nonosp,nonvis,visosp",5,nonosp<nonvis<visosp,nonosp=nonvis=visosp,3.1606466904307074e-4,250
"nonosp,nonvis,visosp",5,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.016949656956484083,250
"nonosp,nonvis,visosp",5,nonosp=nonvis=visosp,nonosp<nonvis<visosp,3163.909471525677,250
"nonosp,nonvis,visosp",5,nonosp<nonvis=visosp,nonosp<nonvis<visosp,53.62718018373108,250
"nonosp,nonvis,visosp",5,nonosp=nonvis=visosp,nonosp<nonvis=visosp,58.998244186732656,250
"nonosp,nonvis,visosp",5,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.018647260523001932,250
nonosp=nonvis=visosp,6,nonosp=nonvis=visosp,Hc,52.065432920958706,250
nonosp=nonvis=visosp,6,nonosp<nonvis<visosp,Hc,0.378386927145889,250
nonosp=nonvis=visosp,6,nonosp<nonvis=visosp,Hc,6.479574324275388,250
nonosp=nonvis=visosp,6,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.008201296390524724,250
nonosp=nonvis=visosp,6,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.1244505991933674,250
nonosp=nonvis=visosp,6,nonosp=nonvis=visosp,nonosp<nonvis<visosp,121.93194251037418,250
nonosp=nonvis=visosp,6,nonosp<nonvis=visosp,nonosp<nonvis<visosp,15.174503306227294,250
nonosp=nonvis=visosp,6,nonosp=nonvis=visosp,nonosp<nonvis=visosp,8.035316876588368,250
nonosp=nonvis=visosp,6,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.06590001529668658,250
nonosp<nonvis<visosp,6,nonosp=nonvis=visosp,Hc,2.7861407450952027e-7,250
nonosp<nonvis<visosp,6,nonosp<nonvis<visosp,Hc,346.50840857097495,250
nonosp<nonvis<visosp,6,nonosp<nonvis=visosp,Hc,0.009783099664061289,250
nonosp<nonvis<visosp,6,nonosp<nonvis<visosp,nonosp=nonvis=visosp,21750633.76051729,250
nonosp<nonvis<visosp,6,nonosp<nonvis=visosp,nonosp=nonvis=visosp,35113.44386059362,250
nonosp<nonvis<visosp,6,nonosp=nonvis=visosp,nonosp<nonvis<visosp,4.597567183606594e-8,250
nonosp<nonvis<visosp,6,nonosp<nonvis=visosp,nonosp<nonvis<visosp,0.0016143641719687768,250
nonosp<nonvis<visosp,6,nonosp=nonvis=visosp,nonosp<nonvis=visosp,2.8479120532015337e-5,250
nonosp<nonvis<visosp,6,nonosp<nonvis<visosp,nonosp<nonvis=visosp,619.438920513494,250
nonosp<nonvis=visosp,6,nonosp=nonvis=visosp,Hc,0.0023189938888900532,250
nonosp<nonvis=visosp,6,nonosp<nonvis<visosp,Hc,0.007173605650809407,250
nonosp<nonvis=visosp,6,nonosp<nonvis=visosp,Hc,0.25126861037031195,250
nonosp<nonvis=visosp,6,nonosp<nonvis<visosp,nonosp=nonvis=visosp,3.8333283693784677,250
nonosp<nonvis=visosp,6,nonosp<nonvis=visosp,nonosp=nonvis=visosp,108.35242454674056,250
nonosp<nonvis=visosp,6,nonosp=nonvis=visosp,nonosp<nonvis<visosp,0.260869903029502,250
nonosp<nonvis=visosp,6,nonosp<nonvis=visosp,nonosp<nonvis<visosp,28.265886484519644,250
nonosp<nonvis=visosp,6,nonosp=nonvis=visosp,nonosp<nonvis=visosp,0.009229142810446522,250
nonosp<nonvis=visosp,6,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.03537833496032998,250
"nonosp,nonvis,visosp",6,nonosp=nonvis=visosp,Hc,4.808587119969497e-14,250
"nonosp,nonvis,visosp",6,nonosp<nonvis<visosp,Hc,7.113524461674635e-18,250
"nonosp,nonvis,visosp",6,nonosp<nonvis=visosp,Hc,6.030129305139363e-16,250
"nonosp,nonvis,visosp",6,nonosp<nonvis<visosp,nonosp=nonvis=visosp,1.7917883949143803e-4,250
"nonosp,nonvis,visosp",6,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.012540334935592505,250
"nonosp,nonvis,visosp",6,nonosp=nonvis=visosp,nonosp<nonvis<visosp,5581.016167078059,250
"nonosp,nonvis,visosp",6,nonosp<nonvis=visosp,nonosp<nonvis<visosp,69.98781201611556,250
"nonosp,nonvis,visosp",6,nonosp=nonvis=visosp,nonosp<nonvis=visosp,79.74268670940823,250
"nonosp,nonvis,visosp",6,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.014288202062521082,250
nonosp=nonvis=visosp,7,nonosp=nonvis=visosp,Hc,40.34941687438935,250
nonosp=nonvis=visosp,7,nonosp<nonvis<visosp,Hc,1.159992132650248,250
nonosp=nonvis=visosp,7,nonosp<nonvis=visosp,Hc,13.076623840257977,250
nonosp=nonvis=visosp,7,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.027937630309980845,250
nonosp=nonvis=visosp,7,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.32408458047774147,250
nonosp=nonvis=visosp,7,nonosp=nonvis=visosp,nonosp<nonvis<visosp,35.79401648975022,250
nonosp=nonvis=visosp,7,nonosp<nonvis=visosp,nonosp<nonvis<visosp,11.600288817694066,250
nonosp=nonvis=visosp,7,nonosp=nonvis=visosp,nonosp<nonvis=visosp,3.0856142508411653,250
nonosp=nonvis=visosp,7,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.08620475021920898,250
nonosp<nonvis<visosp,7,nonosp=nonvis=visosp,Hc,4.5983769364077185e-11,250
nonosp<nonvis<visosp,7,nonosp<nonvis<visosp,Hc,8349.830004465284,250
nonosp<nonvis<visosp,7,nonosp<nonvis=visosp,Hc,9.95376676493177e-5,250
nonosp<nonvis<visosp,7,nonosp<nonvis<visosp,nonosp=nonvis=visosp,117262256770.62773,250
nonosp<nonvis<visosp,7,nonosp<nonvis=visosp,nonosp=nonvis=visosp,2164626.106686181,250
nonosp<nonvis<visosp,7,nonosp=nonvis=visosp,nonosp<nonvis<visosp,8.527893181827994e-12,250
nonosp<nonvis<visosp,7,nonosp<nonvis=visosp,nonosp<nonvis<visosp,1.845970021641596e-5,250
nonosp<nonvis<visosp,7,nonosp=nonvis=visosp,nonosp<nonvis=visosp,4.61973546799219e-7,250
nonosp<nonvis<visosp,7,nonosp<nonvis<visosp,nonosp<nonvis=visosp,54172.060666007645,250
nonosp<nonvis=visosp,7,nonosp=nonvis=visosp,Hc,0.004082050418670286,250
nonosp<nonvis=visosp,7,nonosp<nonvis<visosp,Hc,10.112859464192212,250
nonosp<nonvis=visosp,7,nonosp<nonvis=visosp,Hc,15.841804121642529,250
nonosp<nonvis=visosp,7,nonosp<nonvis<visosp,nonosp=nonvis=visosp,935.3044430080233,250
nonosp<nonvis=visosp,7,nonosp<nonvis=visosp,nonosp=nonvis=visosp,3880.844795347467,250
nonosp<nonvis=visosp,7,nonosp=nonvis=visosp,nonosp<nonvis<visosp,0.0010691705866208762,250
nonosp<nonvis=visosp,7,nonosp<nonvis=visosp,nonosp<nonvis<visosp,4.149285106426225,250
nonosp<nonvis=visosp,7,nonosp=nonvis=visosp,nonosp<nonvis=visosp,2.576758548032751e-4,250
nonosp<nonvis=visosp,7,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.24100537185339346,250
"nonosp,nonvis,visosp",7,nonosp=nonvis=visosp,Hc,6.666704548428806e-8,250
"nonosp,nonvis,visosp",7,nonosp<nonvis<visosp,Hc,1.6871261172217776e-11,250
"nonosp,nonvis,visosp",7,nonosp<nonvis=visosp,Hc,9.837181226709086e-10,250
"nonosp,nonvis,visosp",7,nonosp<nonvis<visosp,nonosp=nonvis=visosp,3.1267798909296294e-4,250
"nonosp,nonvis,visosp",7,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.014755687994344206,250
"nonosp,nonvis,visosp",7,nonosp=nonvis=visosp,nonosp<nonvis<visosp,3198.178429191215,250
"nonosp,nonvis,visosp",7,nonosp<nonvis=visosp,nonosp<nonvis<visosp,47.19132305138743,250
"nonosp,nonvis,visosp",7,nonosp=nonvis=visosp,nonosp<nonvis=visosp,67.77047606206472,250
"nonosp,nonvis,visosp",7,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.021190336174959183,250
nonosp=nonvis=visosp,8,nonosp=nonvis=visosp,Hc,74.48873205749089,250
nonosp=nonvis=visosp,8,nonosp<nonvis<visosp,Hc,0.568066438728583,250
nonosp=nonvis=visosp,8,nonosp<nonvis=visosp,Hc,6.425112976881106,250
nonosp=nonvis=visosp,8,nonosp<nonvis<visosp,nonosp=nonvis=visosp,0.008253853615545247,250
nonosp=nonvis=visosp,8,nonosp<nonvis=visosp,nonosp=nonvis=visosp,0.08625617324137241,250
nonosp=nonvis=visosp,8,nonosp=nonvis=visosp,nonosp<nonvis<visosp,121.15552886915847,250
nonosp=nonvis=visosp,8,nonosp<nonvis=visosp,nonosp<nonvis<visosp,10.450412287288227,250
nonosp=nonvis=visosp,8,nonosp=nonvis=visosp,nonosp<nonvis=visosp,11.593373116631078,250
nonosp=nonvis=visosp,8,nonosp<nonvis<visosp,nonosp<nonvis=visosp,0.0956900046150705,250
nonosp<nonvis<visosp,8,nonosp=nonvis=visosp,Hc,1.0220556000589498e-10,250
nonosp<nonvis<visosp,8,nonosp<nonvis<visosp,Hc,1608.491233485424,250
nonosp<nonvis<visosp,8,nonosp<nonvis=visosp,Hc,0.4348777901199296,250
nonosp<nonvis<visosp,8,nonosp<nonvis<visosp,nonosp=nonvis=visosp,56343003779.84032,250
nonosp<nonvis<visosp,8,nonosp<nonvis=visosp,nonosp=nonvis=visosp,4254932804.9750605,250
