session;created;modified;ended;expired;treat;variable;value;treat_nr
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tsm_1;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tsm_2;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tsm_3;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tsm_4;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tsc_1;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tsc_2;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tsc_3;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_exp_1;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_exp_2;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_exp_3;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_exp_4;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_exp_5;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_exp_6;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_int_1;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_int_2;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_int_3;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_int_4;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_ben_1;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_ben_2;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_ben_3;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tru_ben_4;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tch_1;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tch_2;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tch_3;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tch_4;NA;7
X5PNb9ubFj0biEN2Y2ptL4IZehyduUfsVBhUEp8M0kvgv2RZOFsLCUX2PL_T9H1X;2019-11-05 11:28:37;NA;NA;NA;nonvis;tch_5;NA;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tsm_1;   1;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tsm_2;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tsm_3;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tsm_4;   1;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tsc_1;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tsc_2;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tsc_3;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_exp_1;   1;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_exp_2;   1;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_exp_3;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_exp_4;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_exp_5;   1;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_exp_6;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_int_1;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_int_2;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_int_3;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_int_4;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_ben_1;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_ben_2;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_ben_3;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tru_ben_4;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tch_1;   4;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tch_2;   4;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tch_3;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tch_4;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;visosp;tch_5;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tsm_1;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tsm_2;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tsm_3;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tsm_4;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tsc_1;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tsc_2;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tsc_3;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_exp_1;   4;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_exp_2;   4;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_exp_3;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_exp_4;   4;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_exp_5;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_exp_6;   4;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_int_1;   5;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_int_2;   4;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_int_3;   5;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_int_4;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_ben_1;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_ben_2;   4;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_ben_3;   5;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tru_ben_4;   4;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tch_1;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tch_2;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tch_3;   2;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tch_4;   3;7
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH;2019-11-05 13:43:00;2019-11-05 13:44:54;2019-11-05 13:44:54;NA;nonvis;tch_5;   2;7
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tsm_1;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tsm_2;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tsm_3;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tsm_4;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tsc_1;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tsc_2;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tsc_3;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_exp_1;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_exp_2;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_exp_3;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_exp_4;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_exp_5;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_exp_6;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_int_1;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_int_2;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_int_3;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_int_4;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_ben_1;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_ben_2;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_ben_3;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tru_ben_4;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tch_1;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tch_2;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tch_3;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tch_4;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;visosp;tch_5;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tsm_1;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tsm_2;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tsm_3;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tsm_4;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tsc_1;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tsc_2;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tsc_3;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_int_4;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_ben_1;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_ben_2;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_ben_3;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_ben_4;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_exp_1;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_exp_2;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_exp_3;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_exp_4;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_exp_5;NA;8
X-dfYim5E4J4pQNoWUvrL_f3G9cKl00TZMjiwnQnAdiRyrkfQXmQP8N-XEV3Utzh;2019-11-04 07:10:15;2019-11-04 08:06:51;NA;NA;nonvis;tru_exp_6;NA;8
