session;created;modified;ended;expired;treat;variable;value;treat_nr
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tru_int_1;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tru_int_2;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tru_int_3;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tru_int_4;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tru_ben_1;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tru_ben_2;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tru_ben_3;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tru_ben_4;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tch_1;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tch_2;-999;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tch_3;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tch_4;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonvis;tch_5;   4;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tsm_1;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tsm_2;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tsm_3;   4;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tsm_4;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tsc_1;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tsc_2;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tsc_3;   3;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_exp_1;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_exp_2;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_exp_3;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_exp_4;   3;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_exp_5;   3;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_exp_6;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_int_1;   4;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_int_2;   4;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_int_3;   3;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_int_4;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_ben_1;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_ben_2;   3;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_ben_3;   3;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tru_ben_4;   2;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tch_1;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tch_2;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tch_3;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tch_4;   1;4
Sk4P2cIf8X6zT6EzzlpV1IH8F91wuiOuvI7cdLg1sX8Kl1EBjM44xPtNGKmWDJWB;2019-11-04 12:38:44;2019-11-04 12:44:34;2019-11-04 12:44:34;NA;nonosp;tch_5;   1;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tsm_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tsm_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tsm_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tsm_4;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tsc_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tsc_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tsc_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_exp_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_exp_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_exp_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_exp_4;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_exp_5;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_exp_6;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_int_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_int_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_int_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_int_4;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_ben_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_ben_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_ben_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tru_ben_4;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tch_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tch_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tch_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tch_4;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonvis;tch_5;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tsm_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tsm_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tsm_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tsm_4;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tsc_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tsc_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tsc_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_exp_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_exp_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_exp_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_exp_4;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_exp_5;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_exp_6;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_int_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_int_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_int_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_int_4;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_ben_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_ben_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_ben_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tru_ben_4;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tch_1;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tch_2;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tch_3;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tch_4;NA;4
g7L6QimfquBWNoi6ZBjzDO1KYRnH8NU3GqGdmwIeqM9x4SqRQtWT3fvQg9Jln-mA;2019-11-04 14:31:20;2019-11-04 14:32:13;NA;NA;nonosp;tch_5;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tsm_1;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tsm_2;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tsm_3;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tsm_4;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tsc_1;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tsc_2;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tsc_3;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_exp_1;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_exp_2;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_exp_3;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_exp_4;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_exp_5;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_exp_6;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_int_1;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_int_2;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_int_3;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_int_4;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_ben_1;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_ben_2;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_ben_3;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tru_ben_4;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tch_1;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tch_2;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tch_3;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tch_4;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonvis;tch_5;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonosp;tsm_1;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonosp;tsm_2;NA;4
jqbDT5U4eEEVjruwennuQIwDS9qaaAsCLpyaBJ5XFEAj45pkLC0mgKz3QGNp-d5-;2019-11-04 22:57:10;2019-11-04 22:57:40;NA;NA;nonosp;tsm_3;NA;4
